id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
36328704,太白金星有点烦,"太白金星李长庚最近有点烦。
天庭和西天联合推出了“西天取经”的重大项目，他受命策划九九八十一难，确保唐僧能安全走完流程，平稳取经成佛。老神仙本以为一切尽在掌控中，谁知天大的麻烦才刚刚开始：费用报销、工作汇报、人事安排、各路大仙塞来的条子、各地妖怪暗藏的心思，捋不出的千头万缕，做不完的琐碎繁杂……当大闹天宫的真相重新浮出水面，牵扯出无数因果，李长庚发觉自己成就金仙的道路越加渺茫。
【编辑推荐】
这是每一个成年人应该重读的西游故事。
太白金星李长庚最近有点烦。天庭和西天联合推出了“西天取经”的重大项目，他受命策划九九八十一难，确保项目无虞。老神仙本以为一切尽在掌控中，谁知天大的麻烦才刚刚开始。
项目过程中，如何报销活动费用？如何写工作汇报？如何平衡不同上级的诉求？如何应对突发状况？如何解决人事纠纷？一系列问题在不改变经典著作《西游记》结局的基础上展开了丰富有趣的职场生态，即便李长庚锦囊无数，也不免常常陷入焦虑。
都说神仙要“超脱因果，太上忘情”，都说不要在职场里动感情，太白金星却说，“很多人间执念我们无法理解，但不代表那些痛苦就不存在。”即使得了“仙”“佛”之号，依旧抛不下一个人字，有人，就有抛不下的牵挂、因果与苦乐得失。
打碎无意义的追逐，才是真的得道。
延续《长安的荔枝》小开本双封设计，随书附10张著名画家施晓颉所绘创意插图。
【媒体推荐】
地下取经队伍降妖除魔百般威武，天上神界仙界各怀心思斗智斗勇。现代视角另类演绎西游故事，就算成仙也得讲究职场智慧。
——《收获》杂志",https://dou.img.lithub.cc/book/36328704.jpg,2023-6,https://book.douban.com/subject/36328704/,9.1,,5,现代政治学,,2023-08-25 19:54:18,马伯庸 / 2023 / 湖南文艺出版社
36150423,我在北京送快递,"进入社会工作至今的二十年间，胡安焉走南闯北，辗转于广东、广西、云南、上海、北京等地，做过快递员、夜班拣货工人、便利店店员、保安、自行车店销售、服装店销售、加油站加油工……他将日常的点滴和工作的甘苦化作真诚的自述，记录了一个平凡人在生活中的辛劳、私心、温情、正气。
在物流公 司夜间拣货的一年，给他留下了深刻的生理印记：“这份工作还会令人脾气变坏，因为长期熬夜以及过度劳累，人的情绪控制力会明显下降……我已经感到脑子不好使了，主要是反应变得迟钝，记忆力开始衰退。”在北京送快递的两年，他“把自己看作一个时薪30元的送货机器，达不到额定产出值就恼羞成怒、气急败坏”……
但他最终认识到，怀着怨恨的人生是不值得过的。这些在事后追忆中写成的工作经历，渗透着他看待生活和世界的态度与反思，旨在表达个人在有限的选择和局促的现实中，对生活意义的直面和肯定：生活中许多平凡隽永的时刻，要比现实困扰的方方面面对人生更具有决定意义。",https://dou.img.lithub.cc/book/36150423.jpg,2023-3-24,https://book.douban.com/subject/36150423/,8.2,,2,经历之后却没跳脱出来，流水流水无情,,2023-07-28 19:02:00,胡安焉 / 2023 / 湖南文艺出版社
20424526,邓小平时代,"邓小平深刻影响了中国历史和世界历史的走向，也改变了每一个当代中国人的命运。解读邓小平的政治生涯及其行为逻辑，就是解读当代中国，解读个人命运背后的历史变局。
哈佛大学傅高义教授倾十年心力完成的巨著《邓小平时代》，是对邓小平跌宕起伏的一生以及中国惊险崎岖的改革开放之路的全景式描述。作者以丰富的史料、国内外重要的研究成果、档案资料和为数众多的独家访谈为基础，对邓小平个人性格及执政风格进行了深层分析，并对中国改革开放史进行了完整而独到的阐释。全书人物、事件众多，既有对毛泽东、周恩来、邓小平、陈云等人相互关系的细致解读，又有对三中全会、权力过渡、中美建交、政改试水、经济特区、一国两制、九二南巡等重大事件和决策的深入分析。全书持论严谨、脉络清晰、观点鲜明、叙述生动，力图使人物言行符合历史情境，对改革开放的历史进程亦时有独特看法，引人深思，被誉为邓小平研究“纪念碑式”的著作。
读懂《邓小平时代》，读懂这段历史，读懂“仍然生活在邓小平时代”的我们自己的现在和未来。",https://dou.img.lithub.cc/book/20424526.jpg,2013-1-18,https://book.douban.com/subject/20424526/,9.3,,5,补课完成，哎。,,2023-07-07 21:03:39,【美】傅高义 (Ezra.F.Vogel) / 2013 / 生活·读书·新知三联书店
35599714,消失的真实,"【内容简介】
近年在新冠疫情的冲击下，世界越发动荡，区域冲突加剧，经济萎靡不振，迷茫与失序感充斥于公众情绪中。经济持续下行的压力急需寻找出口，以致许多人似乎忘记了战争的教训，心态倒退回19世纪，变为民族主义和反全球化的拥趸。这个世界到底怎么了？也许我们应该意识到，现实层面的危机与思想层面的困顿是一对孪生兄弟，其背后是现代社会价值基础的混乱和人文精神的衰落。
何为人文精神的衰落？繁荣的物质文明，前所未有的科学革命使大量的知识、数据、信息涌动于普通现代人的日常生活，我们沉醉于虚拟体验，寄希望于科技发展带来秩序的革新和社会的持续繁荣，却无法规避后真相时代的人心浮躁、意义丧失、真假不分。我们缺乏对现代科学的宏观理解，虚浮于技术带来的狂欢，放弃了思考，因此陷入无可避免的现代性危机。
为了回应这一问题，本书提出了“真实性哲学”的概念，详细剖解了20世纪的三场革命——全球化的兴起、科学革命、哲学的语言学转向，尝试从历史的角度分析技术发达的现代社会如何陷入了今天的困境，探索现代社会中科学和人文分离的本质。我们需要唤醒哲学思考，通过明确什么是科学，确立科学的边界，关照作为现代人真实的价值和意义，重塑 “真实心灵”，在此基础上，明晰对理想现代社会的追求。",https://dou.img.lithub.cc/book/35599714.jpg,2022-3,https://book.douban.com/subject/35599714/,8.7,,4,数学也遇到了自身的“确定性”问题，看此书如同解方程发生等号两边 x 抵消，瞬间陷入无措,,2023-06-17 20:46:23,金观涛 / 2022 / 中信出版集团
35780513,王立铭进化论讲义,"🔸文津图书奖得主王立铭 重磅新书
🔸40亿年生命进化史的全景式呈现，用进化之眼重看世界
🔸刘慈欣、刘擎、数位中科院院士推荐
1859年，生物进化的观念在达尔文的巨著《物种起源》中正式成形。过去的一百多年中，作为科学理论的进化论本身一直在进化，进化论思想也在持续地“外溢”到人类思想的各个角落。每个人或多或少都熟悉几个和进化论相关的概念，不少人还习惯于用这些概念解释生活中的各种现象。但不得不说，进化论可能是被人们误解最多、误用最多的科学理论之一。
进化论的正知正见是什么？它的前沿发展又有哪些？更重要的是，作为非生物专业的读者，为什么也要了解进化论？
答案尽在这本讲义里。作者王立铭从复杂的生命现象中抽取出一套简洁的公理体系，并用它穿越40亿年进化历程，呈现了生命起源、增长、适应环境和形成复杂组织的关键要素和完整过程。
你会在许许多多的惊奇、死亡与新生中，领悟生命世界给予人类生存的启示。你还会在进化论的“外溢”，也就是它对商业、医学、社会学等领域的深刻影响中，了解这套复杂系统的独特性，掌握进化思维，指导你的行为与决策。
本书全面展示了生物进化论，对这个深刻影响人类思想的理论进行了严谨和深入的科学阐述。同时，作者用生动绚丽的笔触，描述了大量的生命进化的范例和场景，引人入胜。这40亿年的生命历程，是终极的传奇，其曲折与壮丽、宏伟与浪漫，让任何一首史诗相形见绌。本书在让我们了解生命的亿万年演进的同时，也让我们重新看待自己，让我们知道人生中每天经历和感受的这一切，在本源上来源于何处。
——刘慈欣，《三体》作者
能够把复杂的科学用通俗的语言讲明白，还能确保科学的严谨性，作者靠的绝不仅是语言的技巧，渊博的知识和科学的思维应当缺一不可。
——周忠和，古生物学家，中国科学院院士，中国科普作家协会理事长
作者借助新近的前沿学术研究，精湛阐述了进化论本身的进化历史，继而探索自然进化与文化进化的复杂关联，力图建立理解生命起源、适应与演变的整全性理论框架，最终揭示作为思维方法的进化理论对于人类自觉的创造性活动具有何等丰富启示。在一部行文晓畅、书名朴素的讲义中，作者展现出令人惊叹的视野与雄心，远远超越了通常“科普读物”的意义。
——刘擎，华东师范大学教授
这是一本野心勃勃但又异常谦逊的著作。作者以科普的名义写了一本讲义，不动声色地对进化论的理论体系进行了综合创新，厘清了整个学科的基础和脉络，描绘了这门科学的路线图。他的野心不止于此，这本书还试图打通进化论和社会科学的界限，让我们看到，自然界中物种的进化和人类社会中众人的纷扰互相映照，互为启发。读完这本书，敬佩之余，我更坚信：未来，经济学的基础不再是牛顿体系的物理学，而是历久弥新的进化论。
——何帆，上海交通大学经济学教授，《变量》作者",https://dou.img.lithub.cc/book/35780513.jpg,2022-3-1,https://book.douban.com/subject/35780513/,8.8,,2,看到30页，读不下去了。,,2023-04-09 16:17:59,王立铭 / 2022 / 新星出版社
36104107,长安的荔枝,"大唐天宝十四年，长安城的小吏李善德突然接到一个任务：要在贵妃诞日之前，从岭南运来新鲜荔枝。荔枝“一日色变，两日香变，三日味变”，而岭南距长安五千余里，山水迢迢，这是个不可能完成的任务，可为了家人，李善德决心放手一搏：“就算失败，我也想知道，自己倒在距离终点多远的地方。”
《长安的荔枝》是马伯庸备受好评的历史小说。
唐朝诗人杜牧的一句“一骑红尘妃子笑，无人知是荔枝来”一千多年来引发了人们的无限遐想，但鲜荔枝的保鲜时限仅有三天，这场跨越五千余里的传奇转运之旅究竟是如何达成的，谁让杨贵妃在长安吃到了来自岭南的鲜荔枝？作者马伯庸就此展开了一场脑洞非常大的想象。
沿袭马伯庸写作一贯以来的时空紧张感，不仅让读者看到了小人物的乱世生存之道，也感受到了事在人为的热血奋斗。随书附赠“荔枝鲜转运舆图”。
★ 编辑推荐
唐朝诗人杜牧的一句“一骑红尘妃子笑，无人知是荔枝来”惹得世人艳羡杨贵妃上千年，但其中的荔枝是如何从五千余里外的岭南运送到长安城的，却鲜有史书详细记载，脑洞大开的马伯庸以此为蓝本构建了一个大唐社畜李善德拼尽全力做项目的故事，虽是历史小说，读者却能从中看到自己的生活影子，大城市买房落脚、职场情商博弈、不得已的违规逾矩等，小人物的挣扎是那么相似。一项将鲜荔枝运逾千里之距的艰难差事，以微观人事折射大唐宏观社会。
这部口碑非常好的历史小说只花了11天写就，小说刚一连载就获得了广大读者的好评，被数万人点评为神作，推荐值高达96%。微博、抖音、小红书和今日头条，海量读者自发评论和衍生二创。
本书小开本双封设计，随书附赠“荔枝鲜转运舆图”折页插图一张。
★ 媒体推荐
马伯庸把他对历史的熟稔与现实关怀结合在一起，使得文笔能直击人的内心。写的是古人，却经常让我们看到自己。这部《长安的荔枝》就是如此。
——陕西师范大学历史文化学院教授 于赓哲",https://dou.img.lithub.cc/book/36104107.jpg,2022-10,https://book.douban.com/subject/36104107/,8.5,,4,五十大叔最后的雄起,,2023-03-04 07:28:58,马伯庸 / 2022 / 湖南文艺出版社
36084340,命运,"编辑推荐：
继畅销四百万册的非虚构作品《皮囊》之后，睽违八年，蔡崇达携长篇小说新作《命运》重磅归来！
献给想要改变命运的你：“只要活下去，命运终是赢不了我们的。”
◇李敬泽作序，刘德华、韩寒、白岩松、程永新联袂推荐——直面人生本质命题，直抵人心的惊喜之作。
◇大海追问生 在海边的人，一如命运追问我们：你的人生，是要去冒险“讨大海”，还是就安逸“讨小海”？你想要怎么活？你找到要成为的自己了吗？
◇书写一个人的无常，看见所有人的命运：以《皮囊》核心人物阿太跌宕百年的传奇人生为主线，那些与命运咬牙切齿的搏斗，那些沉默寡言的爱与矢志不忘的告别。一个人的心灵成长史，也是我们每个人命运的回声。
◇穷尽一个女人为改写命运所能做的全部努力，召回一个中国人内心失落百年的精神故土。她对命运不服过，不信过，与之搏斗；她的人生得到过、失去过，始终“我命由我”；她生下了自己的命运，这人间她来过，她永不再回。
◇有些人是慢慢懂得爱为何物的，而有些人是一瞬间才懂得爱的。找到爱之前，要先找到自己：“想过不同人生的人，生活过不到一起去。”
◇如何面对死亡，就如何面对生活，如何面对时间。知道了如何死去，才知道如何活着。“好的死亡就像熟透了自然从树上落下来的果子，死的时候，世间和自己都没有伤口。”
◇我们都是听着别人的故事活下来的，看向故事里我们的历史与来处，就能望见我们的选择与未来：“人的灵魂就是这故事长出来的。人以一身又一身的皮囊，装这一个又一个故事。”
◇《皮囊》是命运刺破人生的苦痛，《命运》是皮囊孤勇一搏的选择。《命运》超越了《皮囊》，并向文学的本质命题深深一跃。
◇典藏精装，小巧开本搭配质感双封，以轻盈之姿传递厚重命题。
◇众生艰辛，多少人如此艰难而又必须沉默地蹚过一个又一个日子；命运如海，人心有了羁绊，才有了着落。一本让你痛哭、给你力量的心灵故事，读罢才发现，那眼泪竟是为自己而流。
内容简介 ：
《命运》是蔡崇达继《皮囊》之后，时隔八年潜心创作的长篇小说。
《皮囊》里的那句“皮囊是拿来用的，不是拿来伺候的。”正是出自《命运》的主人公，阿太之口。《命运》以九十九岁的她一生的故事为主线，串联起福建闽南沿海小镇几代人的人生故事、命运选择与时代浮沉。
全书以阿太的五段回忆，切入时间长河中人们不得不直面的一个个本质命题：
层层浪：你们就此没有过去，只有将来——
当原本稳固的活法被打碎，给人庇护的传统秩序被割裂，陷入巨大无常中的一个个单薄的人，要如何活下去？内心的安宁要放置在何处？
海上土：灵感是浮游在海上的土——
羁绊和意义是人心灵的压舱石，当生活的浪头打过来时不至于被掀翻。阿太生命中那些失去了压舱石的人，被命运一个个顺水推舟地带走了。而此时的她，尚只有十六岁。
田里花：想结果的花，都早早低头——
背负着“无子无孙无儿送终”的命运预言，她成了亲，有了婆家与丈夫，抱养了孩子。但见过命运的人会明白，命运的激流从未停止，人在其中并不知晓，哪一次告别，就是诀别。
厕中佛：腐烂之地，神明之所——
时代的巨浪之下，如何守住内心的清明与信仰？这世上容易的活法，就是为别人而活。而如果那人恰好也是为你而活，那么日子再苦，也过得像地瓜一样甜了。
天顶孔：要么入土为安，要么向天开枪——
阿太的故事走到了落幕时分，死亡成了她亲密的旧友。她终是生下了自己的命运，成为自己命运的母亲。这人间她来过，她永不再回。
媒体评论：
这是一部关于底部的书。
在个人的生命里、在我们的共同生活中，那些在底部暗自运行、从根本上支撑着我们的信念；那些让我们在有限的选择和浩大的无常中站立着、向前走去的力量；那些让我们相信生活和生命自有意义的、内心的神灵。
树意识不到它的根，树枝和树叶欢快地迎向天空，但树的生长、伸展其实来自于它的根。泥土中的力量引领我们向上。
所以，《命运》终是关于“根”的，耐心的、千回百转的讲述，是一次远行——向着我们的根、向着我们精神的故乡和远方。
——李敬泽
崇达在英语世界的亮相是如此炫目，他所描绘的那不断变化的中国肖像引人入胜。他的作品闪耀着一位优秀小说作者的聪明才智。
——美国《出版人周刊》
感人至深……蔡崇达对至亲之人的深深敬意与爱意，在他笔下那些动人而凄美的形象中熠熠生辉。
——美国《书目杂志》
蔡崇达的作品是根据当地的民间传统写成的，一部不折不扣的现代小说。它不仅在类型上相当罕见，在翻译著作中，尤其显得独特。它帮助读者发现大多数人看不到的生活，这种共情的建立能够跨越国界，跨越文化，跨越语言。
——迪伦·金（《皮囊》英文版译者）",https://dou.img.lithub.cc/book/36084340.jpg,2022-9-5,https://book.douban.com/subject/36084340/,9,,5,一个个事故都成了一个个故事。,,2023-02-12 08:40:50,蔡崇达 / 2022 / 浙江文艺出版社 广州出版社
35143790,蛤蟆先生去看心理医生,"蛤蟆先生一向爱笑爱闹，如今却一反常态地郁郁寡欢，他一个人躲在屋里，连起床梳洗的力气都没有。朋友们非常担心他，建议他去做心理咨询。在10次心理咨询中，蛤蟆在咨询师苍鹭的带领下，勇敢地探索了自己的内心世界，也逐渐找回了信心与希望……
这并不是一本写给孩子看的书，而是一本非常有深度的心理疗愈读物。出版20多年来，已成为英国国民级心理咨询入门书。它基于TA沟通分析心理学的理论，讲述了一个抑郁症病人通过十次心理咨询，终于找回快乐和自信的全过程。在书中，可以看到心理咨询的倾听、共情、沟通技巧，也可以看到一个标准的心理咨询流程的模板。读者犹如亲临现场，体验心理咨询的每一个细节，见证疗愈和改变的发生。
在这本书里，作者借由蛤蟆和心理咨询师苍鹭的互动，探索了蛤蟆自卑、软弱、爱炫耀的个性与抑郁的情绪究竟来源于何处，让读者看到童年经历对人格的深刻影响，以及如何才能在心理上真正长大成人，独立、自信、充满希望地生活。",https://dou.img.lithub.cc/book/35143790.jpg,2020-8-1,https://book.douban.com/subject/35143790/,8.4,,5,,,2023-02-11 15:22:39,[英] 罗伯特·戴博德 / 2020 / 天津人民出版社
35593780,工作、消费主义和新穷人,"◎ 我们的生活方式如何制造出新穷人？著名社会学家、思想家齐格蒙特·鲍曼警世之作，解读消费主义下的贫穷迷思。
◎ 在当代，人们能够作的，恐怕只有接受这就是一个消费社会，但始终警觉，才有反抗的可能。
◎豆瓣年度读书榜单、知乎年度书单榜首、中华读书报年度百佳图书、FT中文网年度商业书单榜首、多抓鱼年度鲜鱼榜、全国独立书店联合荐书
——————
【内容简介】
在生产者和普遍就业的社会中 ，贫穷是一回事。在消费者社会中，贫穷是另一回事。在后者社会中，生活项目围绕消费者的选择而建立，而不是围绕工作、专业技能而建立。“贫穷”曾经与失业联系在一起，如今，它主要指向有缺陷消费者的困境。这种差异改变了贫穷的体验方式，对于拯救苦难产生重大影 响。著名社会学家和思想家鲍曼的这部作品，对于消费者社会及其影响进行了反思和论述。在本书中，鲍曼书追溯现代历史上发生的这种变化，对其社会后果进行盘点，并考虑了与贫困作斗争和减轻困苦的各种方式的有效性。
社会学、政治学和社会政策学的研究者会发现，这是关于含义不断变化的一个持久社会问题的一本无价之书。
————-——
【名人及媒体推荐】
这本书，马克思读后也会哀泣。
—— 《经济观察报 ·书评增刊》
阅读鲍曼的感受总是强烈的。他固然不像已故的让·鲍德里亚或年轻的娜奥米·克莱恩那样，对消费社会充满了无情的批判，但他明晰而深刻的阐释，始终在加重我们的不安。
—— 《财经国家周刊》
人们普遍陷于房子、车子、子女抚养的困境中，这既有政府公共福利缺失的原因，更有现代社会更深层的消费模式的作用。鲍曼认识到问题，艰难地试图解答。
—— 《第一财经日报》
深层次探讨变化的本质，论述我们现在从一个“生产者的社会”到一个“消费者的社会”转型的书。
—— 网易读书频道
你我都可能是他定义的当代“新穷人”。
—— 虎嗅
在众人眼中，鲍曼是全球化潮流下为穷人和被剥削者发声的道德强音。不管是关于大屠杀还是全球化的著作，他的焦点一直都是人类如何能够通过伦理决策创
造有尊严的一生。
——界面新闻
人们总是将鲍曼誉为预报后现代社会的先知型人物，事实上，他的理论建构，完全是基于个人处境产生的敏感：他本来就缺少归属感，而一个流动的、一切坚
固的东西都崩毁的消费主义世界正在降临，让他的焦虑与日俱增。
——《南方人物周刊》",https://dou.img.lithub.cc/book/35593780.jpg,2021-9,https://book.douban.com/subject/35593780/,8.3,,2,什么莫名其妙的词和句,,2023-02-04 09:01:29,[英]齐格蒙特·鲍曼 / 2021 / 上海社会科学院出版社
35749693,心中有数,"作为数学类普及读物光荣入选2022年度5月“中国好书”榜单。《心中有数：生活中的数学思维》是一本有趣的数学思维书，书中用生活中的案例与数学公式相结合，致力于教会读者如何用严谨的理工科思维，来看待当前世界中的各种现象，帮助读者了解数学思维、掌握数学思维、并将其运用到生活之中。
★
你以为无解的方程组真的无解吗？
维特根斯坦说：“数学是各式各样的证 明技巧。”
如何用数学重新求证我们的人生？
小到电饭锅为什么不会糊底，筷子夹不起来豌豆丁怎么办；大到如何更好地与他人相处，如何选择自己的职业。这些看似与数学无关的问题其实都蕴含着深刻的数学思维。通过理解这些思维，你能够给生活中的问题找到更好的解决方案。
★
如果你是一名从没接触过这些数学公式的文科生，读完这本书，你不再会被那些看似“劝退”的数学公式“吓倒”，而是会直接透过这些公式理解它们背后闪耀的理性思维。
如果你是一名对这些数学公式一知半解的理科生，通过这本书，你可以立刻理解这些公式，它们不再仅是书本上的一面之缘，而会成为烙印在你大脑里的思维方式。
★
勤能补拙的大数定律，大道至简的稀疏概念，似是而非的条件独立，精益求精的数值解法，中庸之道的最小二乘法……
数学公式和算法背后的智慧帮助我们更好地看清这个世界，并在你遇到问题时向你提供更科学的视角，帮助你作出更好的决策和行为。
很多事情的最终结果是我们不能预见的，但是，这个结果发生的概率是我们可以靠努力达成的。
《心中有数》教你像电脑的处理器一样，快速、深层地剖析事物的“利与弊”，在接受不完美的前提下，通过数学思维权衡多方的利益，找到最佳的解题点。
★
人生其实就是一个不断寻找最优解的过程，愿你“心中有数”，行之有方。",https://dou.img.lithub.cc/book/35749693.jpg,2022-6,https://book.douban.com/subject/35749693/,8.1,,5,深入浅出，收获颇丰,,2023-02-01 16:07:44,刘雪峰 / 2022 / 人民邮电出版社
